Although this program will describe the degrees of freedom in the 
problem, it will do so using the typedef for the elements. This is 
not neccesarily human readable, but there is a solution.
Pipe your program's output through c++filt, with the argument -t.
e.g. "./two_d_multi_poisson | c++filt -t > ReadableOutput.txt".
 (Disregarding the quotes)


Classifying Global Equation Numbers
--------------------------------------------------------------------------------
Eqn: 439 | Value 3 of Node 3 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 440 | Value 4 of Node 3 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 441 | Value 5 of Node 3 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 256 | Value 0 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 257 | Value 1 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 258 | Value 2 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 259 | Value 3 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 260 | Value 4 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 261 | Value 5 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 262 | Value 6 of Node 4 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 586 | Value 0 of Node 5 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 587 | Value 1 of Node 5 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 588 | Value 2 of Node 5 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 589 | Value 3 of Node 5 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 590 | Value 4 of Node 5 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 591 | Value 5 of Node 5 in Element7 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 41 | Value 0 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 42 | Value 1 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 43 | Value 2 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 44 | Value 3 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 45 | Value 4 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 46 | Value 5 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 47 | Value 6 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 48 | Value 7 of Node 0 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 77 | Value 0 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 78 | Value 1 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 79 | Value 2 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 80 | Value 3 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 81 | Value 4 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 82 | Value 5 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 83 | Value 6 of Node 1 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 70 | Value 0 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 71 | Value 1 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 72 | Value 2 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 73 | Value 3 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 74 | Value 4 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 75 | Value 5 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 76 | Value 6 of Node 2 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 442 | Value 0 of Node 3 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 443 | Value 1 of Node 3 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 444 | Value 2 of Node 3 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 445 | Value 3 of Node 3 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 446 | Value 4 of Node 3 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 447 | Value 5 of Node 3 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 287 | Value 0 of Node 4 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 288 | Value 1 of Node 4 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 289 | Value 2 of Node 4 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 290 | Value 3 of Node 4 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 291 | Value 4 of Node 4 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 292 | Value 5 of Node 4 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 586 | Value 0 of Node 5 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 587 | Value 1 of Node 5 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 588 | Value 2 of Node 5 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 589 | Value 3 of Node 5 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 590 | Value 4 of Node 5 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 591 | Value 5 of Node 5 in Element8 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 0 | Value 0 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 1 | Value 1 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 2 | Value 2 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 3 | Value 3 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 4 | Value 4 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 5 | Value 5 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 6 | Value 6 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 7 | Value 7 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 8 | Value 8 of Node 0 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 49 | Value 0 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 50 | Value 1 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 51 | Value 2 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 52 | Value 3 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 53 | Value 4 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 54 | Value 5 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 55 | Value 6 of Node 1 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 84 | Value 0 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 85 | Value 1 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 86 | Value 2 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 87 | Value 3 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 88 | Value 4 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 89 | Value 5 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 90 | Value 6 of Node 2 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 263 | Value 0 of Node 3 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 264 | Value 1 of Node 3 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 265 | Value 2 of Node 3 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 266 | Value 3 of Node 3 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 267 | Value 4 of Node 3 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 268 | Value 5 of Node 3 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 448 | Value 0 of Node 4 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 449 | Value 1 of Node 4 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 450 | Value 2 of Node 4 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 451 | Value 3 of Node 4 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 452 | Value 4 of Node 4 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 453 | Value 5 of Node 4 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 293 | Value 0 of Node 5 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 294 | Value 1 of Node 5 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 295 | Value 2 of Node 5 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 296 | Value 3 of Node 5 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 297 | Value 4 of Node 5 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 298 | Value 5 of Node 5 in Element9 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 84 | Value 0 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 85 | Value 1 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 86 | Value 2 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 87 | Value 3 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 88 | Value 4 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 89 | Value 5 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 90 | Value 6 of Node 0 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 49 | Value 0 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 50 | Value 1 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 51 | Value 2 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 52 | Value 3 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 53 | Value 4 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 54 | Value 5 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 55 | Value 6 of Node 1 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 56 | Value 0 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 57 | Value 1 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 58 | Value 2 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 59 | Value 3 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 60 | Value 4 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 61 | Value 5 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 62 | Value 6 of Node 2 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 448 | Value 0 of Node 3 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 449 | Value 1 of Node 3 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 450 | Value 2 of Node 3 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 451 | Value 3 of Node 3 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 452 | Value 4 of Node 3 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 453 | Value 5 of Node 3 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 269 | Value 0 of Node 4 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 270 | Value 1 of Node 4 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 271 | Value 2 of Node 4 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 272 | Value 3 of Node 4 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 273 | Value 4 of Node 4 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 274 | Value 5 of Node 4 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 592 | Value 0 of Node 5 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 593 | Value 1 of Node 5 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 594 | Value 2 of Node 5 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 595 | Value 3 of Node 5 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 596 | Value 4 of Node 5 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 597 | Value 5 of Node 5 in Element10 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 56 | Value 0 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 57 | Value 1 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 58 | Value 2 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 59 | Value 3 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 60 | Value 4 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 61 | Value 5 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 62 | Value 6 of Node 0 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 91 | Value 0 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 92 | Value 1 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 93 | Value 2 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 94 | Value 3 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 95 | Value 4 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 96 | Value 5 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 97 | Value 6 of Node 1 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 84 | Value 0 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 85 | Value 1 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 86 | Value 2 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 87 | Value 3 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 88 | Value 4 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 89 | Value 5 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 90 | Value 6 of Node 2 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 454 | Value 0 of Node 3 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 455 | Value 1 of Node 3 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 456 | Value 2 of Node 3 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 457 | Value 3 of Node 3 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 458 | Value 4 of Node 3 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 459 | Value 5 of Node 3 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 299 | Value 0 of Node 4 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 300 | Value 1 of Node 4 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 301 | Value 2 of Node 4 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 302 | Value 3 of Node 4 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 303 | Value 4 of Node 4 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 304 | Value 5 of Node 4 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 592 | Value 0 of Node 5 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 593 | Value 1 of Node 5 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 594 | Value 2 of Node 5 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 595 | Value 3 of Node 5 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 596 | Value 4 of Node 5 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 597 | Value 5 of Node 5 in Element11 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 91 | Value 0 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 92 | Value 1 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 93 | Value 2 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 94 | Value 3 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 95 | Value 4 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 96 | Value 5 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 97 | Value 6 of Node 0 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 56 | Value 0 of Node 1 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 57 | Value 1 of Node 1 in Element12 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
